Security_Id,Security_Name,Vendor_Id,Vendor_Name,Vendor_Code,Source_Feed_Id,Rating_Type,Exchange_Code,Country,Sector,Rating_Date,Rating_Code,Rating_Score,Rating_Reason,Is_Active
SEC0057,"Payne, Olsen and Gilmore",20,S&P,SNP,9,Recovery,LON,Singapore,Finance,2024-11-22,CCC,1,Downgraded after debt increase,False
SEC0098,Rivera PLC,30,Fitch,FTC,11,Long Term,LON,USA,Technology,2022-12-16,CCC,1,Stable outlook maintained,False
SEC0085,Wilson-Robbins,30,Fitch,FTC,11,Recovery,BSE,Germany,Automotive,2022-01-01,A,5,Decreased liquidity ratio,False
SEC0084,"Solis, Hutchinson and Morris",10,Moody's,MDY,7,Short Term,NYSE,UK,Automotive,2022-10-11,BBB,4,Improved financial stability,False
SEC0075,Foster-Adams,10,Moody's,MDY,7,Recovery,BSE,Germany,Healthcare,2022-01-01,AA+,9,Upgraded due to strong quarterly earnings,False
SEC0085,Wilson-Robbins,20,S&P,SNP,9,Recovery,BSE,Germany,Automotive,2023-02-19,B,2,Stable outlook maintained,True
SEC0055,Castro Ltd,30,Fitch,FTC,11,Short Term,SGX,Singapore,Healthcare,2022-07-21,BBB,4,Stable outlook maintained,True
SEC0095,"Wheeler, Norman and Rodriguez",30,Fitch,FTC,11,Recovery,NSE,UK,Automotive,2022-01-01,AA+,9,Upgraded due to strong quarterly earnings,False
SEC0044,Bishop-Sutton,20,S&P,SNP,9,Short Term,SGX,USA,Healthcare,2024-02-05,BB,3,Upgraded due to strong quarterly earnings,True
SEC0091,Freeman Group,20,S&P,SNP,9,Long Term,BSE,USA,Technology,2022-01-01,AA-,7,Decreased liquidity ratio,False
SEC0089,Trevino-Wilson,20,S&P,SNP,9,Viability,LON,UK,Energy,2022-04-02,B,2,Upgraded due to strong quarterly earnings,False
SEC0036,Myers Inc,10,Moody's,MDY,7,Viability,BSE,Singapore,Technology,2022-01-01,BBB,4,Downgraded after debt increase,False
SEC0060,Kelly Group,10,Moody's,MDY,7,Viability,SGX,Germany,Automotive,2022-05-31,CCC,1,Decreased liquidity ratio,False
SEC0048,Clay Ltd,20,S&P,SNP,9,Long Term,BSE,Singapore,Automotive,2022-06-19,AA+,9,Upgraded due to strong quarterly earnings,False
SEC0074,Moyer PLC,20,S&P,SNP,9,Viability,SGX,UK,Automotive,2022-01-01,AAA,10,Upgraded due to strong quarterly earnings,False
SEC0032,"Bryant, Brady and Meza",20,S&P,SNP,9,Long Term,SGX,India,Automotive,2024-07-07,BBB,4,Stable outlook maintained,True
SEC0098,Rivera PLC,10,Moody's,MDY,7,Long Term,LON,USA,Technology,2023-05-28,AA,8,Improved financial stability,True
SEC0044,Bishop-Sutton,30,Fitch,FTC,11,Short Term,SGX,USA,Healthcare,2022-04-23,AA-,7,Stable outlook maintained,False
SEC0059,Bailey-Larson,10,Moody's,MDY,7,Viability,NYSE,UK,Finance,2025-05-05,A+,6,Stable outlook maintained,True
SEC0063,Wood-Stewart,10,Moody's,MDY,7,Short Term,NSE,Singapore,Energy,2022-01-01,BBB,4,Upgraded due to strong quarterly earnings,False
SEC0057,"Payne, Olsen and Gilmore",20,S&P,SNP,9,Recovery,LON,Singapore,Finance,2022-05-27,AAA,10,Stable outlook maintained,False
SEC0027,Patterson-Nguyen,30,Fitch,FTC,11,Short Term,SGX,Germany,Automotive,2023-12-28,AA,8,Downgraded after debt increase,True
SEC0086,Miller and Sons,20,S&P,SNP,9,Viability,SGX,Germany,Finance,2022-01-01,AAA,10,Decreased liquidity ratio,False
SEC0089,Trevino-Wilson,30,Fitch,FTC,11,Viability,LON,UK,Energy,2022-01-01,A,5,Decreased liquidity ratio,False
SEC0056,Smith-Galloway,10,Moody's,MDY,7,Long Term,LON,Singapore,Healthcare,2022-07-23,B,2,Upgraded due to strong quarterly earnings,False
SEC0011,Gibson-Moore,10,Moody's,MDY,7,Long Term,BSE,USA,Technology,2022-01-01,AAA,10,Upgraded due to strong quarterly earnings,False
SEC0058,Rosales Group,10,Moody's,MDY,7,Viability,SGX,Singapore,Automotive,2022-01-01,B,2,Decreased liquidity ratio,False
SEC0006,"Wilson, Rich and Miller",10,Moody's,MDY,7,Short Term,NYSE,Germany,Automotive,2022-03-06,AAA,10,Upgraded due to strong quarterly earnings,True
SEC0021,Jones-Leonard,10,Moody's,MDY,7,Recovery,NYSE,Germany,Healthcare,2022-08-03,AA,8,Upgraded due to strong quarterly earnings,True
SEC0012,"Brown, Newton and Mcconnell",20,S&P,SNP,9,Short Term,BSE,UK,Energy,2024-09-08,A+,6,Improved financial stability,True
SEC0049,West-Mullen,30,Fitch,FTC,11,Viability,LON,UK,Energy,2022-12-06,AA,8,Downgraded after debt increase,False
SEC0003,"Clark, Martin and Wright",10,Moody's,MDY,7,Short Term,NYSE,Singapore,Energy,2023-07-28,AA-,7,Downgraded after debt increase,True
SEC0007,James and Sons,30,Fitch,FTC,11,Viability,SGX,Singapore,Energy,2022-08-13,AAA,10,Downgraded after debt increase,False
SEC0069,"Peterson, Johnston and Griffin",30,Fitch,FTC,11,Recovery,LON,Germany,Healthcare,2022-12-13,B,2,Stable outlook maintained,True
SEC0004,Wallace-Collins,30,Fitch,FTC,11,Viability,SGX,Germany,Finance,2022-03-20,AA+,9,Upgraded due to strong quarterly earnings,True
SEC0057,"Payne, Olsen and Gilmore",20,S&P,SNP,9,Recovery,LON,Singapore,Finance,2023-02-25,AA-,7,Improved financial stability,True
SEC0037,"Hill, Rios and Bryant",10,Moody's,MDY,7,Recovery,NSE,UK,Technology,2023-09-20,B,2,Upgraded due to strong quarterly earnings,True
SEC0032,"Bryant, Brady and Meza",30,Fitch,FTC,11,Long Term,SGX,India,Automotive,2022-04-03,A,5,Decreased liquidity ratio,True
SEC0038,Rodriguez-Zimmerman,20,S&P,SNP,9,Short Term,NSE,UK,Energy,2022-06-18,AA,8,Decreased liquidity ratio,False
SEC0038,Rodriguez-Zimmerman,20,S&P,SNP,9,Short Term,NSE,UK,Energy,2023-10-03,CCC,1,Improved financial stability,False
SEC0096,Collins PLC,10,Moody's,MDY,7,Short Term,SGX,Singapore,Finance,2023-04-24,B,2,Stable outlook maintained,False
SEC0078,Meadows-Christensen,30,Fitch,FTC,11,Short Term,SGX,Singapore,Automotive,2022-05-25,CCC,1,Improved financial stability,False
SEC0039,Nelson Inc,20,S&P,SNP,9,Viability,NYSE,India,Energy,2024-05-08,B,2,Upgraded due to strong quarterly earnings,True
SEC0053,Brandt-Harper,10,Moody's,MDY,7,Long Term,LON,Germany,Healthcare,2022-01-01,AAA,10,Stable outlook maintained,False
SEC0033,Watson-Chang,10,Moody's,MDY,7,Recovery,BSE,Singapore,Technology,2022-03-03,BBB,4,Upgraded due to strong quarterly earnings,True
SEC0044,Bishop-Sutton,20,S&P,SNP,9,Short Term,SGX,USA,Healthcare,2022-09-16,A,5,Stable outlook maintained,False
SEC0085,Wilson-Robbins,30,Fitch,FTC,11,Recovery,BSE,Germany,Automotive,2023-02-07,BBB,4,Upgraded due to strong quarterly earnings,False
SEC0068,Moran-Stanley,30,Fitch,FTC,11,Short Term,BSE,USA,Energy,2022-10-15,BBB,4,Decreased liquidity ratio,False
SEC0077,"Jones, Gonzalez and Wood",10,Moody's,MDY,7,Viability,LON,Singapore,Finance,2022-01-01,BBB,4,Stable outlook maintained,False
SEC0068,Moran-Stanley,30,Fitch,FTC,11,Short Term,BSE,USA,Energy,2022-11-15,AA-,7,Decreased liquidity ratio,True
SEC0062,"Estrada, Garcia and Williams",20,S&P,SNP,9,Recovery,NYSE,USA,Technology,2022-04-25,A,5,Stable outlook maintained,False
SEC0020,Smith Ltd,20,S&P,SNP,9,Viability,BSE,USA,Finance,2022-12-31,AA-,7,Upgraded due to strong quarterly earnings,True
SEC0077,"Jones, Gonzalez and Wood",20,S&P,SNP,9,Viability,LON,Singapore,Finance,2022-06-02,A+,6,Improved financial stability,True
SEC0098,Rivera PLC,10,Moody's,MDY,7,Long Term,LON,USA,Technology,2022-07-30,AA+,9,Downgraded after debt increase,False
SEC0048,Clay Ltd,20,S&P,SNP,9,Long Term,BSE,Singapore,Automotive,2023-05-22,BBB,4,Downgraded after debt increase,False
SEC0051,Rogers LLC,30,Fitch,FTC,11,Viability,BSE,USA,Automotive,2022-09-18,BB,3,Stable outlook maintained,True
SEC0089,Trevino-Wilson,10,Moody's,MDY,7,Viability,LON,UK,Energy,2022-05-30,AA+,9,Decreased liquidity ratio,False
SEC0006,"Wilson, Rich and Miller",30,Fitch,FTC,11,Short Term,NYSE,Germany,Automotive,2022-09-12,AA+,9,Improved financial stability,True
SEC0061,Garcia-Garcia,10,Moody's,MDY,7,Viability,BSE,Germany,Automotive,2022-07-22,BB,3,Upgraded due to strong quarterly earnings,False
SEC0094,"Anderson, Cardenas and Rodriguez",30,Fitch,FTC,11,Viability,LON,UK,Finance,2022-10-04,AA-,7,Upgraded due to strong quarterly earnings,True
SEC0009,Anderson LLC,30,Fitch,FTC,11,Recovery,BSE,UK,Energy,2022-01-01,A+,6,Stable outlook maintained,False
SEC0081,"Daugherty, Walters and Haas",20,S&P,SNP,9,Long Term,NSE,Singapore,Technology,2022-08-05,AAA,10,Improved financial stability,True
SEC0025,Johnson PLC,30,Fitch,FTC,11,Viability,SGX,USA,Healthcare,2022-06-21,AA-,7,Stable outlook maintained,True
SEC0052,Gilmore and Sons,20,S&P,SNP,9,Short Term,NYSE,UK,Automotive,2022-06-25,AA+,9,Upgraded due to strong quarterly earnings,False
SEC0094,"Anderson, Cardenas and Rodriguez",20,S&P,SNP,9,Viability,LON,UK,Finance,2022-01-01,A,5,Decreased liquidity ratio,False
SEC0044,Bishop-Sutton,10,Moody's,MDY,7,Short Term,SGX,USA,Healthcare,2023-03-09,AA-,7,Downgraded after debt increase,True
SEC0038,Rodriguez-Zimmerman,10,Moody's,MDY,7,Short Term,NSE,UK,Energy,2023-08-26,AA-,7,Downgraded after debt increase,True
SEC0030,Lamb Group,30,Fitch,FTC,11,Recovery,SGX,USA,Finance,2022-12-22,AA-,7,Stable outlook maintained,False
SEC0018,Herrera-Walters,30,Fitch,FTC,11,Long Term,BSE,India,Automotive,2022-11-30,AA-,7,Improved financial stability,False
SEC0068,Moran-Stanley,20,S&P,SNP,9,Short Term,BSE,USA,Energy,2022-12-23,CCC,1,Downgraded after debt increase,False
SEC0067,Poole LLC,30,Fitch,FTC,11,Recovery,SGX,UK,Technology,2025-01-25,BB,3,Downgraded after debt increase,True
SEC0011,Gibson-Moore,20,S&P,SNP,9,Long Term,BSE,USA,Technology,2022-01-01,BBB,4,Improved financial stability,False
SEC0082,Ballard and Sons,30,Fitch,FTC,11,Short Term,LON,UK,Finance,2022-04-02,BBB,4,Decreased liquidity ratio,False
SEC0054,Crawford Inc,30,Fitch,FTC,11,Short Term,SGX,UK,Energy,2024-05-02,AAA,10,Improved financial stability,True
SEC0085,Wilson-Robbins,30,Fitch,FTC,11,Recovery,BSE,Germany,Automotive,2024-06-13,AA+,9,Upgraded due to strong quarterly earnings,True
SEC0042,Gutierrez Group,30,Fitch,FTC,11,Viability,NYSE,USA,Energy,2023-11-13,A+,6,Upgraded due to strong quarterly earnings,False
SEC0060,Kelly Group,30,Fitch,FTC,11,Viability,SGX,Germany,Automotive,2024-12-19,A+,6,Decreased liquidity ratio,False
SEC0032,"Bryant, Brady and Meza",10,Moody's,MDY,7,Long Term,SGX,India,Automotive,2022-01-01,AA-,7,Improved financial stability,False
SEC0026,Hernandez Inc,20,S&P,SNP,9,Viability,SGX,UK,Healthcare,2023-09-17,AAA,10,Stable outlook maintained,False
SEC0030,Lamb Group,30,Fitch,FTC,11,Recovery,SGX,USA,Finance,2022-11-13,AA,8,Improved financial stability,True
SEC0070,Matthews LLC,30,Fitch,FTC,11,Long Term,LON,India,Automotive,2022-09-18,BB,3,Decreased liquidity ratio,False
SEC0051,Rogers LLC,20,S&P,SNP,9,Viability,BSE,USA,Automotive,2023-08-22,BBB,4,Downgraded after debt increase,True
SEC0077,"Jones, Gonzalez and Wood",10,Moody's,MDY,7,Viability,LON,Singapore,Finance,2024-11-04,AA,8,Upgraded due to strong quarterly earnings,True
SEC0014,"Gates, Hernandez and Hernandez",20,S&P,SNP,9,Viability,BSE,UK,Energy,2022-01-01,A+,6,Decreased liquidity ratio,False
SEC0071,Rogers-Nunez,20,S&P,SNP,9,Long Term,NSE,UK,Automotive,2022-05-06,BBB,4,Downgraded after debt increase,False
SEC0079,Reyes-Garza,30,Fitch,FTC,11,Viability,SGX,UK,Automotive,2022-06-30,AA-,7,Decreased liquidity ratio,False
SEC0061,Garcia-Garcia,30,Fitch,FTC,11,Viability,BSE,Germany,Automotive,2023-03-03,AA,8,Downgraded after debt increase,True
SEC0060,Kelly Group,20,S&P,SNP,9,Viability,SGX,Germany,Automotive,2025-12-03,B,2,Stable outlook maintained,True
SEC0058,Rosales Group,30,Fitch,FTC,11,Viability,SGX,Singapore,Automotive,2023-02-21,B,2,Upgraded due to strong quarterly earnings,True
SEC0003,"Clark, Martin and Wright",20,S&P,SNP,9,Short Term,NYSE,Singapore,Energy,2024-09-14,BBB,4,Stable outlook maintained,False
SEC0016,Ingram Inc,30,Fitch,FTC,11,Short Term,BSE,India,Automotive,2022-01-01,A,5,Downgraded after debt increase,False
SEC0025,Johnson PLC,10,Moody's,MDY,7,Viability,SGX,USA,Healthcare,2022-01-01,A,5,Downgraded after debt increase,False
SEC0088,Anderson Group,10,Moody's,MDY,7,Recovery,NYSE,India,Automotive,2022-07-07,AA+,9,Decreased liquidity ratio,True
SEC0068,Moran-Stanley,10,Moody's,MDY,7,Short Term,BSE,USA,Energy,2022-04-19,AAA,10,Downgraded after debt increase,False
SEC0095,"Wheeler, Norman and Rodriguez",20,S&P,SNP,9,Recovery,NSE,UK,Automotive,2023-10-13,AA-,7,Decreased liquidity ratio,False
SEC0061,Garcia-Garcia,20,S&P,SNP,9,Viability,BSE,Germany,Automotive,2023-12-30,A,5,Decreased liquidity ratio,False
SEC0099,"Benjamin, Brown and Evans",10,Moody's,MDY,7,Long Term,NSE,Germany,Healthcare,2022-08-29,A+,6,Downgraded after debt increase,True
SEC0053,Brandt-Harper,20,S&P,SNP,9,Long Term,LON,Germany,Healthcare,2023-12-18,A+,6,Downgraded after debt increase,False
SEC0007,James and Sons,10,Moody's,MDY,7,Viability,SGX,Singapore,Energy,2024-09-11,AA,8,Upgraded due to strong quarterly earnings,True
SEC0063,Wood-Stewart,30,Fitch,FTC,11,Short Term,NSE,Singapore,Energy,2022-08-12,BBB,4,Improved financial stability,False
SEC0093,"Mccormick, Greene and Phillips",30,Fitch,FTC,11,Short Term,BSE,UK,Automotive,2022-01-01,A,5,Stable outlook maintained,False
SEC0025,Johnson PLC,30,Fitch,FTC,11,Viability,SGX,USA,Healthcare,2022-08-25,B,2,Improved financial stability,False
SEC0070,Matthews LLC,30,Fitch,FTC,11,Long Term,LON,India,Automotive,2023-03-01,B,2,Downgraded after debt increase,False
SEC0034,Booker-Elliott,30,Fitch,FTC,11,Recovery,NSE,USA,Healthcare,2022-01-01,BB,3,Downgraded after debt increase,False
SEC0022,"Allen, Wood and Young",10,Moody's,MDY,7,Long Term,NSE,UK,Technology,2022-12-19,AAA,10,Decreased liquidity ratio,False
SEC0023,Brown-Lloyd,20,S&P,SNP,9,Short Term,BSE,India,Automotive,2023-01-29,BBB,4,Improved financial stability,True
SEC0039,Nelson Inc,10,Moody's,MDY,7,Viability,NYSE,India,Energy,2022-12-03,AAA,10,Improved financial stability,False
SEC0055,Castro Ltd,10,Moody's,MDY,7,Short Term,SGX,Singapore,Healthcare,2023-11-02,BB,3,Upgraded due to strong quarterly earnings,True
SEC0032,"Bryant, Brady and Meza",10,Moody's,MDY,7,Long Term,SGX,India,Automotive,2023-12-26,BBB,4,Improved financial stability,False
SEC0070,Matthews LLC,10,Moody's,MDY,7,Long Term,LON,India,Automotive,2022-03-11,A+,6,Decreased liquidity ratio,False
SEC0095,"Wheeler, Norman and Rodriguez",10,Moody's,MDY,7,Recovery,NSE,UK,Automotive,2024-09-03,AA,8,Downgraded after debt increase,True
SEC0025,Johnson PLC,10,Moody's,MDY,7,Viability,SGX,USA,Healthcare,2022-07-20,A,5,Improved financial stability,True
SEC0058,Rosales Group,30,Fitch,FTC,11,Viability,SGX,Singapore,Automotive,2022-01-01,A+,6,Decreased liquidity ratio,False
SEC0043,Dillon PLC,20,S&P,SNP,9,Recovery,BSE,India,Healthcare,2022-01-01,A,5,Improved financial stability,False
SEC0007,James and Sons,30,Fitch,FTC,11,Viability,SGX,Singapore,Energy,2022-01-01,AAA,10,Decreased liquidity ratio,False
SEC0009,Anderson LLC,30,Fitch,FTC,11,Recovery,BSE,UK,Energy,2023-09-19,A+,6,Improved financial stability,False
SEC0003,"Clark, Martin and Wright",30,Fitch,FTC,11,Short Term,NYSE,Singapore,Energy,2023-12-04,AA,8,Downgraded after debt increase,True
SEC0064,Barnes PLC,30,Fitch,FTC,11,Recovery,NSE,USA,Finance,2022-01-01,AAA,10,Decreased liquidity ratio,False
SEC0026,Hernandez Inc,20,S&P,SNP,9,Viability,SGX,UK,Healthcare,2022-01-01,AAA,10,Stable outlook maintained,False
SEC0020,Smith Ltd,10,Moody's,MDY,7,Viability,BSE,USA,Finance,2024-01-15,CCC,1,Upgraded due to strong quarterly earnings,True
SEC0040,Fox Group,30,Fitch,FTC,11,Viability,SGX,UK,Healthcare,2022-09-20,AA,8,Stable outlook maintained,False
SEC0081,"Daugherty, Walters and Haas",10,Moody's,MDY,7,Long Term,NSE,Singapore,Technology,2022-01-01,A+,6,Upgraded due to strong quarterly earnings,False
SEC0039,Nelson Inc,10,Moody's,MDY,7,Viability,NYSE,India,Energy,2022-10-28,A+,6,Upgraded due to strong quarterly earnings,True
SEC0008,Goodwin-Donaldson,20,S&P,SNP,9,Short Term,SGX,Singapore,Healthcare,2022-01-01,B,2,Decreased liquidity ratio,False
SEC0009,Anderson LLC,10,Moody's,MDY,7,Recovery,BSE,UK,Energy,2022-01-01,BBB,4,Decreased liquidity ratio,False
SEC0036,Myers Inc,10,Moody's,MDY,7,Viability,BSE,Singapore,Technology,2022-11-21,BB,3,Improved financial stability,True
SEC0008,Goodwin-Donaldson,30,Fitch,FTC,11,Short Term,SGX,Singapore,Healthcare,2022-01-01,AA+,9,Downgraded after debt increase,False
SEC0043,Dillon PLC,20,S&P,SNP,9,Recovery,BSE,India,Healthcare,2023-01-20,AA-,7,Decreased liquidity ratio,False
SEC0088,Anderson Group,30,Fitch,FTC,11,Recovery,NYSE,India,Automotive,2022-11-24,AA+,9,Stable outlook maintained,False
SEC0049,West-Mullen,10,Moody's,MDY,7,Viability,LON,UK,Energy,2024-12-07,AAA,10,Improved financial stability,False
SEC0086,Miller and Sons,30,Fitch,FTC,11,Viability,SGX,Germany,Finance,2025-07-12,A,5,Improved financial stability,True
SEC0042,Gutierrez Group,20,S&P,SNP,9,Viability,NYSE,USA,Energy,2022-01-01,BB,3,Stable outlook maintained,False
SEC0074,Moyer PLC,20,S&P,SNP,9,Viability,SGX,UK,Automotive,2025-06-26,BBB,4,Upgraded due to strong quarterly earnings,True
SEC0035,Moran Inc,20,S&P,SNP,9,Short Term,NYSE,India,Technology,2022-05-23,A,5,Stable outlook maintained,False
SEC0001,Guerra Inc,20,S&P,SNP,9,Short Term,LON,India,Finance,2023-12-26,B,2,Downgraded after debt increase,True
SEC0031,Moore-Bullock,10,Moody's,MDY,7,Long Term,SGX,India,Energy,2022-07-17,BBB,4,Decreased liquidity ratio,False
SEC0096,Collins PLC,30,Fitch,FTC,11,Short Term,SGX,Singapore,Finance,2022-09-30,AA+,9,Upgraded due to strong quarterly earnings,False
SEC0010,Barton Group,30,Fitch,FTC,11,Short Term,NYSE,UK,Energy,2022-01-01,B,2,Improved financial stability,False
SEC0010,Barton Group,10,Moody's,MDY,7,Short Term,NYSE,UK,Energy,2022-01-01,A+,6,Stable outlook maintained,False
SEC0086,Miller and Sons,10,Moody's,MDY,7,Viability,SGX,Germany,Finance,2022-01-01,BB,3,Stable outlook maintained,False
SEC0100,"Lee, Schaefer and Sutton",20,S&P,SNP,9,Long Term,SGX,UK,Energy,2023-07-22,B,2,Downgraded after debt increase,False
SEC0031,Moore-Bullock,20,S&P,SNP,9,Long Term,SGX,India,Energy,2022-07-01,A,5,Improved financial stability,False
SEC0057,"Payne, Olsen and Gilmore",30,Fitch,FTC,11,Recovery,LON,Singapore,Finance,2022-07-10,BBB,4,Decreased liquidity ratio,True
SEC0092,"Mcfarland, Andersen and Foster",10,Moody's,MDY,7,Short Term,SGX,Singapore,Automotive,2022-01-01,B,2,Improved financial stability,False
SEC0028,"Black, Harper and Cox",20,S&P,SNP,9,Recovery,NYSE,India,Automotive,2022-09-28,A+,6,Upgraded due to strong quarterly earnings,False
SEC0026,Hernandez Inc,30,Fitch,FTC,11,Viability,SGX,UK,Healthcare,2023-06-27,AA-,7,Downgraded after debt increase,True
SEC0056,Smith-Galloway,30,Fitch,FTC,11,Long Term,LON,Singapore,Healthcare,2022-07-03,CCC,1,Upgraded due to strong quarterly earnings,False
SEC0047,Garcia-Patrick,20,S&P,SNP,9,Viability,SGX,Germany,Finance,2022-11-24,A,5,Decreased liquidity ratio,True
SEC0096,Collins PLC,10,Moody's,MDY,7,Short Term,SGX,Singapore,Finance,2023-08-28,AA+,9,Improved financial stability,True
SEC0047,Garcia-Patrick,30,Fitch,FTC,11,Viability,SGX,Germany,Finance,2022-01-01,B,2,Upgraded due to strong quarterly earnings,False
SEC0092,"Mcfarland, Andersen and Foster",30,Fitch,FTC,11,Short Term,SGX,Singapore,Automotive,2022-03-23,AA-,7,Decreased liquidity ratio,False
SEC0059,Bailey-Larson,10,Moody's,MDY,7,Viability,NYSE,UK,Finance,2022-01-01,AA,8,Upgraded due to strong quarterly earnings,False
SEC0012,"Brown, Newton and Mcconnell",20,S&P,SNP,9,Short Term,BSE,UK,Energy,2022-11-01,A,5,Improved financial stability,False
SEC0084,"Solis, Hutchinson and Morris",20,S&P,SNP,9,Short Term,NYSE,UK,Automotive,2022-11-06,AA,8,Downgraded after debt increase,False
SEC0025,Johnson PLC,20,S&P,SNP,9,Viability,SGX,USA,Healthcare,2022-01-01,BBB,4,Downgraded after debt increase,False
SEC0043,Dillon PLC,10,Moody's,MDY,7,Recovery,BSE,India,Healthcare,2022-01-01,BBB,4,Decreased liquidity ratio,False
SEC0028,"Black, Harper and Cox",30,Fitch,FTC,11,Recovery,NYSE,India,Automotive,2022-01-01,AA+,9,Decreased liquidity ratio,False
SEC0059,Bailey-Larson,20,S&P,SNP,9,Viability,NYSE,UK,Finance,2022-04-21,B,2,Decreased liquidity ratio,False
SEC0002,Gonzalez-Garza,10,Moody's,MDY,7,Long Term,NSE,USA,Energy,2022-01-01,A,5,Upgraded due to strong quarterly earnings,False
SEC0063,Wood-Stewart,20,S&P,SNP,9,Short Term,NSE,Singapore,Energy,2022-08-28,AA,8,Decreased liquidity ratio,True
SEC0019,Adams PLC,30,Fitch,FTC,11,Long Term,LON,India,Healthcare,2022-01-01,BB,3,Decreased liquidity ratio,False
SEC0091,Freeman Group,20,S&P,SNP,9,Long Term,BSE,USA,Technology,2022-06-20,A+,6,Downgraded after debt increase,False
SEC0008,Goodwin-Donaldson,20,S&P,SNP,9,Short Term,SGX,Singapore,Healthcare,2022-12-31,CCC,1,Decreased liquidity ratio,True
SEC0046,Macdonald-Chavez,30,Fitch,FTC,11,Long Term,SGX,Germany,Healthcare,2022-09-08,AA+,9,Stable outlook maintained,False
SEC0054,Crawford Inc,10,Moody's,MDY,7,Short Term,SGX,UK,Energy,2022-07-13,AA-,7,Downgraded after debt increase,False
SEC0086,Miller and Sons,30,Fitch,FTC,11,Viability,SGX,Germany,Finance,2023-01-24,AA-,7,Downgraded after debt increase,False
SEC0024,Hardy-Sims,10,Moody's,MDY,7,Long Term,SGX,Germany,Energy,2022-01-01,BBB,4,Upgraded due to strong quarterly earnings,False
SEC0037,"Hill, Rios and Bryant",10,Moody's,MDY,7,Recovery,NSE,UK,Technology,2022-01-01,AA+,9,Stable outlook maintained,False
SEC0020,Smith Ltd,30,Fitch,FTC,11,Viability,BSE,USA,Finance,2022-05-21,BB,3,Upgraded due to strong quarterly earnings,True
SEC0076,"Wheeler, Berry and Gardner",10,Moody's,MDY,7,Long Term,LON,India,Finance,2023-09-25,BBB,4,Downgraded after debt increase,True
SEC0056,Smith-Galloway,20,S&P,SNP,9,Long Term,LON,Singapore,Healthcare,2022-01-01,AAA,10,Improved financial stability,False
SEC0052,Gilmore and Sons,20,S&P,SNP,9,Short Term,NYSE,UK,Automotive,2022-10-10,A+,6,Stable outlook maintained,True
SEC0022,"Allen, Wood and Young",20,S&P,SNP,9,Long Term,NSE,UK,Technology,2023-05-14,A+,6,Stable outlook maintained,True
SEC0090,Goodman Group,30,Fitch,FTC,11,Recovery,NSE,Singapore,Healthcare,2022-01-01,CCC,1,Upgraded due to strong quarterly earnings,False
SEC0056,Smith-Galloway,30,Fitch,FTC,11,Long Term,LON,Singapore,Healthcare,2024-04-20,CCC,1,Upgraded due to strong quarterly earnings,True
SEC0057,"Payne, Olsen and Gilmore",20,S&P,SNP,9,Recovery,LON,Singapore,Finance,2023-07-05,AA,8,Stable outlook maintained,False
SEC0084,"Solis, Hutchinson and Morris",20,S&P,SNP,9,Short Term,NYSE,UK,Automotive,2022-01-01,BBB,4,Upgraded due to strong quarterly earnings,False
SEC0018,Herrera-Walters,10,Moody's,MDY,7,Long Term,BSE,India,Automotive,2023-06-21,A+,6,Upgraded due to strong quarterly earnings,True
SEC0097,"Hill, Lopez and Allen",20,S&P,SNP,9,Viability,NYSE,UK,Finance,2023-12-25,CCC,1,Decreased liquidity ratio,True
SEC0048,Clay Ltd,30,Fitch,FTC,11,Long Term,BSE,Singapore,Automotive,2022-01-01,A,5,Stable outlook maintained,False
SEC0045,Jones-Leach,10,Moody's,MDY,7,Short Term,NSE,India,Energy,2023-12-28,AAA,10,Downgraded after debt increase,True
SEC0054,Crawford Inc,10,Moody's,MDY,7,Short Term,SGX,UK,Energy,2022-01-01,B,2,Improved financial stability,False
SEC0098,Rivera PLC,10,Moody's,MDY,7,Long Term,LON,USA,Technology,2022-12-21,AA,8,Decreased liquidity ratio,False
SEC0086,Miller and Sons,30,Fitch,FTC,11,Viability,SGX,Germany,Finance,2023-08-03,A+,6,Improved financial stability,False
SEC0045,Jones-Leach,30,Fitch,FTC,11,Short Term,NSE,India,Energy,2022-05-21,AAA,10,Upgraded due to strong quarterly earnings,False
SEC0001,Guerra Inc,30,Fitch,FTC,11,Short Term,LON,India,Finance,2022-02-03,AA,8,Downgraded after debt increase,False
SEC0096,Collins PLC,10,Moody's,MDY,7,Short Term,SGX,Singapore,Finance,2022-01-01,AAA,10,Improved financial stability,False
SEC0016,Ingram Inc,10,Moody's,MDY,7,Short Term,BSE,India,Automotive,2022-01-01,AA-,7,Improved financial stability,False
SEC0035,Moran Inc,30,Fitch,FTC,11,Short Term,NYSE,India,Technology,2023-11-10,BBB,4,Improved financial stability,False
SEC0059,Bailey-Larson,10,Moody's,MDY,7,Viability,NYSE,UK,Finance,2024-04-05,AA-,7,Decreased liquidity ratio,False
SEC0022,"Allen, Wood and Young",10,Moody's,MDY,7,Long Term,NSE,UK,Technology,2022-08-08,AA-,7,Improved financial stability,False
SEC0032,"Bryant, Brady and Meza",30,Fitch,FTC,11,Long Term,SGX,India,Automotive,2022-01-01,AA+,9,Downgraded after debt increase,False
SEC0087,Campbell-Mayer,10,Moody's,MDY,7,Short Term,BSE,Germany,Finance,2022-01-01,AA+,9,Downgraded after debt increase,False
