Security_Id,Security_Name,Vendor_Id,Vendor_Name,Vendor_Code,Source_Feed_Id,Rating_Type,Exchange_Code,Country,Sector,Rating_Date,Rating_Code,Rating_Score,Rating_Reason,Is_Active,Rating_Year,Rating_Month,Effective_Date
SEC0020,Smith Ltd,20,S&P,SNP,9,Viability,BSE,Usa,Finance,2023-07-13,A+,6,Decreased liquidity ratio,False,2023,7,2022-09-05
SEC0024,Hardy-Sims,10,Moody'S,MDY,7,Long Term,SGX,Germany,Energy,2025-09-18,A+,6,Improved financial stability,True,2025,9,2022-01-01
SEC0046,Macdonald-Chavez,30,Fitch,FTC,11,Long Term,SGX,Germany,Healthcare,2025-05-17,B,2,Stable outlook maintained,True,2025,5,2022-01-01
SEC0083,Curtis PLC,30,Fitch,FTC,11,Short Term,SGX,Uk,Automotive,2022-01-01,BBB,4,Upgraded due to strong quarterly earnings,False,2022,1,2022-01-01
SEC0084,"Solis, Hutchinson and Morris",20,S&P,SNP,9,Short Term,NYSE,Uk,Automotive,2022-05-15,AAA,10,Stable outlook maintained,False,2022,5,2022-01-01
SEC0053,Brandt-Harper,10,Moody'S,MDY,7,Long Term,LON,Germany,Healthcare,2022-06-15,AA-,7,Stable outlook maintained,True,2022,6,2022-01-01
SEC0086,Miller and Sons,30,Fitch,FTC,11,Viability,SGX,Germany,Finance,2022-01-01,AA,8,Improved financial stability,False,2022,1,2022-01-01
SEC0019,Adams PLC,30,Fitch,FTC,11,Long Term,LON,India,Healthcare,2022-12-13,CCC,1,Upgraded due to strong quarterly earnings,False,2022,12,2022-01-01
SEC0007,James and Sons,20,S&P,SNP,9,Viability,SGX,Singapore,Energy,2022-01-01,AA+,9,Downgraded after debt increase,False,2022,1,2022-01-01
SEC0027,Patterson-Nguyen,30,Fitch,FTC,11,Short Term,SGX,Germany,Automotive,2022-01-01,AAA,10,Upgraded due to strong quarterly earnings,False,2022,1,2022-01-01
SEC0007,James and Sons,20,S&P,SNP,9,Viability,SGX,Singapore,Energy,2022-11-08,AA+,9,Improved financial stability,False,2022,11,2022-01-01
SEC0097,"Hill, Lopez and Allen",10,Moody'S,MDY,7,Viability,NYSE,Uk,Finance,2022-11-25,BB,3,Downgraded after debt increase,True,2022,11,2022-01-01
SEC0002,Gonzalez-Garza,10,Moody'S,MDY,7,Long Term,NSE,Usa,Energy,2023-11-01,AA+,9,Stable outlook maintained,False,2023,11,2022-01-01
SEC0100,"Lee, Schaefer and Sutton",30,Fitch,FTC,11,Long Term,SGX,Uk,Energy,2022-03-01,AA-,7,Improved financial stability,True,2022,3,2022-03-01
SEC0049,West-Mullen,30,Fitch,FTC,11,Viability,LON,Uk,Energy,2022-01-01,CCC,1,Improved financial stability,False,2022,1,2022-01-01
SEC0053,Brandt-Harper,20,S&P,SNP,9,Long Term,LON,Germany,Healthcare,2022-12-18,B,2,Upgraded due to strong quarterly earnings,False,2022,12,2022-01-01
SEC0030,Lamb Group,10,Moody'S,MDY,7,Recovery,SGX,Usa,Finance,2022-09-21,A+,6,Decreased liquidity ratio,False,2022,9,2022-01-01
SEC0058,Rosales Group,20,S&P,SNP,9,Viability,SGX,Singapore,Automotive,2024-04-11,AA-,7,Decreased liquidity ratio,False,2024,4,2022-01-01
SEC0067,Poole LLC,10,Moody'S,MDY,7,Recovery,SGX,Uk,Technology,2022-10-12,BB,3,Improved financial stability,False,2022,10,2022-01-01
SEC0030,Lamb Group,20,S&P,SNP,9,Recovery,SGX,Usa,Finance,2024-10-17,BB,3,Upgraded due to strong quarterly earnings,True,2024,10,2022-01-01
SEC0031,Moore-Bullock,30,Fitch,FTC,11,Long Term,SGX,India,Energy,2023-06-09,A,5,Upgraded due to strong quarterly earnings,False,2023,6,2022-01-01
SEC0034,Booker-Elliott,20,S&P,SNP,9,Recovery,NSE,Usa,Healthcare,2022-04-30,A+,6,Improved financial stability,False,2022,4,2022-04-30
SEC0087,Campbell-Mayer,20,S&P,SNP,9,Short Term,BSE,Germany,Finance,2022-01-01,BB,3,Improved financial stability,False,2022,1,2022-01-01
SEC0045,Jones-Leach,30,Fitch,FTC,11,Short Term,NSE,India,Energy,2022-09-17,CCC,1,Improved financial stability,False,2022,9,2022-01-01
SEC0068,Moran-Stanley,20,S&P,SNP,9,Short Term,BSE,Usa,Energy,2022-05-25,AAA,10,Stable outlook maintained,True,2022,5,2022-01-01
SEC0078,Meadows-Christensen,10,Moody'S,MDY,7,Short Term,SGX,Singapore,Automotive,2022-01-01,A+,6,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0045,Jones-Leach,10,Moody'S,MDY,7,Short Term,NSE,India,Energy,2023-06-05,A,5,Improved financial stability,False,2023,6,2022-01-01
SEC0094,"Anderson, Cardenas and Rodriguez",30,Fitch,FTC,11,Viability,LON,Uk,Finance,2022-10-14,CCC,1,Improved financial stability,False,2022,10,2022-10-04
SEC0061,Garcia-Garcia,20,S&P,SNP,9,Viability,BSE,Germany,Automotive,2022-01-01,A+,6,Stable outlook maintained,False,2022,1,2022-01-01
SEC0001,Guerra Inc,10,Moody'S,MDY,7,Short Term,LON,India,Finance,2022-04-03,AAA,10,Improved financial stability,True,2022,4,2022-01-01
SEC0057,"Payne, Olsen and Gilmore",20,S&P,SNP,9,Recovery,LON,Singapore,Finance,2024-11-22,CCC,1,Downgraded after debt increase,False,2024,11,2022-01-01
SEC0098,Rivera PLC,30,Fitch,FTC,11,Long Term,LON,Usa,Technology,2022-12-16,CCC,1,Stable outlook maintained,False,2022,12,2022-01-01
SEC0085,Wilson-Robbins,30,Fitch,FTC,11,Recovery,BSE,Germany,Automotive,2022-01-01,A,5,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0084,"Solis, Hutchinson and Morris",10,Moody'S,MDY,7,Short Term,NYSE,Uk,Automotive,2022-10-11,BBB,4,Improved financial stability,False,2022,10,2022-01-01
SEC0075,Foster-Adams,10,Moody'S,MDY,7,Recovery,BSE,Germany,Healthcare,2022-01-01,AA+,9,Upgraded due to strong quarterly earnings,False,2022,1,2022-01-01
SEC0085,Wilson-Robbins,20,S&P,SNP,9,Recovery,BSE,Germany,Automotive,2023-02-19,B,2,Stable outlook maintained,True,2023,2,2022-01-01
SEC0055,Castro Ltd,30,Fitch,FTC,11,Short Term,SGX,Singapore,Healthcare,2022-07-21,BBB,4,Stable outlook maintained,True,2022,7,2022-01-01
SEC0095,"Wheeler, Norman and Rodriguez",30,Fitch,FTC,11,Recovery,NSE,Uk,Automotive,2022-01-01,AA+,9,Upgraded due to strong quarterly earnings,False,2022,1,2022-01-01
SEC0044,Bishop-Sutton,20,S&P,SNP,9,Short Term,SGX,Usa,Healthcare,2024-02-05,BB,3,Upgraded due to strong quarterly earnings,True,2024,2,2022-01-01
SEC0091,Freeman Group,20,S&P,SNP,9,Long Term,BSE,Usa,Technology,2022-01-01,AA-,7,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0089,Trevino-Wilson,20,S&P,SNP,9,Viability,LON,Uk,Energy,2022-04-02,B,2,Upgraded due to strong quarterly earnings,False,2022,4,2022-01-01
SEC0036,Myers Inc,10,Moody'S,MDY,7,Viability,BSE,Singapore,Technology,2022-01-01,BBB,4,Downgraded after debt increase,False,2022,1,2022-01-01
SEC0060,Kelly Group,10,Moody'S,MDY,7,Viability,SGX,Germany,Automotive,2022-05-31,CCC,1,Decreased liquidity ratio,False,2022,5,2022-01-01
SEC0048,Clay Ltd,20,S&P,SNP,9,Long Term,BSE,Singapore,Automotive,2022-06-19,AA+,9,Upgraded due to strong quarterly earnings,False,2022,6,2022-01-01
SEC0074,Moyer PLC,20,S&P,SNP,9,Viability,SGX,Uk,Automotive,2022-01-01,AAA,10,Upgraded due to strong quarterly earnings,False,2022,1,2022-01-01
SEC0032,"Bryant, Brady and Meza",20,S&P,SNP,9,Long Term,SGX,India,Automotive,2024-07-07,BBB,4,Stable outlook maintained,True,2024,7,2022-01-01
SEC0098,Rivera PLC,10,Moody'S,MDY,7,Long Term,LON,Usa,Technology,2023-05-28,AA,8,Improved financial stability,True,2023,5,2022-01-01
SEC0044,Bishop-Sutton,30,Fitch,FTC,11,Short Term,SGX,Usa,Healthcare,2022-04-23,AA-,7,Stable outlook maintained,False,2022,4,2022-01-01
SEC0059,Bailey-Larson,10,Moody'S,MDY,7,Viability,NYSE,Uk,Finance,2025-05-05,A+,6,Stable outlook maintained,True,2025,5,2022-01-01
SEC0063,Wood-Stewart,10,Moody'S,MDY,7,Short Term,NSE,Singapore,Energy,2022-01-01,BBB,4,Upgraded due to strong quarterly earnings,False,2022,1,2022-01-01
SEC0057,"Payne, Olsen and Gilmore",20,S&P,SNP,9,Recovery,LON,Singapore,Finance,2022-05-27,AAA,10,Stable outlook maintained,False,2022,5,2022-01-01
SEC0027,Patterson-Nguyen,30,Fitch,FTC,11,Short Term,SGX,Germany,Automotive,2023-12-28,AA,8,Downgraded after debt increase,True,2023,12,2022-01-01
SEC0086,Miller and Sons,20,S&P,SNP,9,Viability,SGX,Germany,Finance,2022-01-01,AAA,10,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0089,Trevino-Wilson,30,Fitch,FTC,11,Viability,LON,Uk,Energy,2022-01-01,A,5,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0056,Smith-Galloway,10,Moody'S,MDY,7,Long Term,LON,Singapore,Healthcare,2022-07-23,B,2,Upgraded due to strong quarterly earnings,False,2022,7,2022-01-01
SEC0011,Gibson-Moore,10,Moody'S,MDY,7,Long Term,BSE,Usa,Technology,2022-01-01,AAA,10,Upgraded due to strong quarterly earnings,False,2022,1,2022-01-01
SEC0058,Rosales Group,10,Moody'S,MDY,7,Viability,SGX,Singapore,Automotive,2022-01-01,B,2,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0006,"Wilson, Rich and Miller",10,Moody'S,MDY,7,Short Term,NYSE,Germany,Automotive,2022-03-06,AAA,10,Upgraded due to strong quarterly earnings,True,2022,3,2022-01-01
SEC0021,Jones-Leonard,10,Moody'S,MDY,7,Recovery,NYSE,Germany,Healthcare,2022-08-03,AA,8,Upgraded due to strong quarterly earnings,True,2022,8,2022-01-01
SEC0012,"Brown, Newton and Mcconnell",20,S&P,SNP,9,Short Term,BSE,Uk,Energy,2024-09-08,A+,6,Improved financial stability,True,2024,9,2022-01-01
SEC0049,West-Mullen,30,Fitch,FTC,11,Viability,LON,Uk,Energy,2022-12-06,AA,8,Downgraded after debt increase,False,2022,12,2022-01-01
SEC0003,"Clark, Martin and Wright",10,Moody'S,MDY,7,Short Term,NYSE,Singapore,Energy,2023-07-28,AA-,7,Downgraded after debt increase,True,2023,7,2022-01-01
SEC0007,James and Sons,30,Fitch,FTC,11,Viability,SGX,Singapore,Energy,2022-08-13,AAA,10,Downgraded after debt increase,False,2022,8,2022-01-01
SEC0069,"Peterson, Johnston and Griffin",30,Fitch,FTC,11,Recovery,LON,Germany,Healthcare,2022-12-13,B,2,Stable outlook maintained,True,2022,12,2022-01-01
SEC0004,Wallace-Collins,30,Fitch,FTC,11,Viability,SGX,Germany,Finance,2022-03-20,AA+,9,Upgraded due to strong quarterly earnings,True,2022,3,2022-01-01
SEC0057,"Payne, Olsen and Gilmore",20,S&P,SNP,9,Recovery,LON,Singapore,Finance,2023-02-25,AA-,7,Improved financial stability,True,2023,2,2022-01-01
SEC0037,"Hill, Rios and Bryant",10,Moody'S,MDY,7,Recovery,NSE,Uk,Technology,2023-09-20,B,2,Upgraded due to strong quarterly earnings,True,2023,9,2022-01-01
SEC0032,"Bryant, Brady and Meza",30,Fitch,FTC,11,Long Term,SGX,India,Automotive,2022-04-03,A,5,Decreased liquidity ratio,True,2022,4,2022-01-01
SEC0038,Rodriguez-Zimmerman,20,S&P,SNP,9,Short Term,NSE,Uk,Energy,2022-06-18,AA,8,Decreased liquidity ratio,False,2022,6,2022-01-01
SEC0038,Rodriguez-Zimmerman,20,S&P,SNP,9,Short Term,NSE,Uk,Energy,2023-10-03,CCC,1,Improved financial stability,False,2023,10,2022-01-01
SEC0096,Collins PLC,10,Moody'S,MDY,7,Short Term,SGX,Singapore,Finance,2023-04-24,B,2,Stable outlook maintained,False,2023,4,2022-01-01
SEC0078,Meadows-Christensen,30,Fitch,FTC,11,Short Term,SGX,Singapore,Automotive,2022-05-25,CCC,1,Improved financial stability,False,2022,5,2022-01-01
SEC0039,Nelson Inc,20,S&P,SNP,9,Viability,NYSE,India,Energy,2024-05-08,B,2,Upgraded due to strong quarterly earnings,True,2024,5,2022-01-01
SEC0053,Brandt-Harper,10,Moody'S,MDY,7,Long Term,LON,Germany,Healthcare,2022-01-01,AAA,10,Stable outlook maintained,False,2022,1,2022-01-01
SEC0033,Watson-Chang,10,Moody'S,MDY,7,Recovery,BSE,Singapore,Technology,2022-03-03,BBB,4,Upgraded due to strong quarterly earnings,True,2022,3,2022-01-01
SEC0044,Bishop-Sutton,20,S&P,SNP,9,Short Term,SGX,Usa,Healthcare,2022-09-16,A,5,Stable outlook maintained,False,2022,9,2022-01-01
SEC0085,Wilson-Robbins,30,Fitch,FTC,11,Recovery,BSE,Germany,Automotive,2023-02-07,BBB,4,Upgraded due to strong quarterly earnings,False,2023,2,2022-01-01
SEC0068,Moran-Stanley,30,Fitch,FTC,11,Short Term,BSE,Usa,Energy,2022-10-15,BBB,4,Decreased liquidity ratio,False,2022,10,2022-01-01
SEC0077,"Jones, Gonzalez and Wood",10,Moody'S,MDY,7,Viability,LON,Singapore,Finance,2022-01-01,BBB,4,Stable outlook maintained,False,2022,1,2022-01-01
SEC0068,Moran-Stanley,30,Fitch,FTC,11,Short Term,BSE,Usa,Energy,2022-11-15,AA-,7,Decreased liquidity ratio,True,2022,11,2022-01-01
SEC0062,"Estrada, Garcia and Williams",20,S&P,SNP,9,Recovery,NYSE,Usa,Technology,2022-04-25,A,5,Stable outlook maintained,False,2022,4,2022-01-01
SEC0020,Smith Ltd,20,S&P,SNP,9,Viability,BSE,Usa,Finance,2022-12-31,AA-,7,Upgraded due to strong quarterly earnings,True,2022,12,2022-09-05
SEC0077,"Jones, Gonzalez and Wood",20,S&P,SNP,9,Viability,LON,Singapore,Finance,2022-06-02,A+,6,Improved financial stability,True,2022,6,2022-01-01
SEC0098,Rivera PLC,10,Moody'S,MDY,7,Long Term,LON,Usa,Technology,2022-07-30,AA+,9,Downgraded after debt increase,False,2022,7,2022-01-01
SEC0048,Clay Ltd,20,S&P,SNP,9,Long Term,BSE,Singapore,Automotive,2023-05-22,BBB,4,Downgraded after debt increase,False,2023,5,2022-01-01
SEC0051,Rogers LLC,30,Fitch,FTC,11,Viability,BSE,Usa,Automotive,2022-09-18,BB,3,Stable outlook maintained,True,2022,9,2022-01-01
SEC0089,Trevino-Wilson,10,Moody'S,MDY,7,Viability,LON,Uk,Energy,2022-05-30,AA+,9,Decreased liquidity ratio,False,2022,5,2022-01-01
SEC0006,"Wilson, Rich and Miller",30,Fitch,FTC,11,Short Term,NYSE,Germany,Automotive,2022-09-12,AA+,9,Improved financial stability,True,2022,9,2022-01-01
SEC0061,Garcia-Garcia,10,Moody'S,MDY,7,Viability,BSE,Germany,Automotive,2022-07-22,BB,3,Upgraded due to strong quarterly earnings,False,2022,7,2022-01-01
SEC0094,"Anderson, Cardenas and Rodriguez",30,Fitch,FTC,11,Viability,LON,Uk,Finance,2022-10-04,AA-,7,Upgraded due to strong quarterly earnings,True,2022,10,2022-10-04
SEC0009,Anderson LLC,30,Fitch,FTC,11,Recovery,BSE,Uk,Energy,2022-01-01,A+,6,Stable outlook maintained,False,2022,1,2022-01-01
SEC0081,"Daugherty, Walters and Haas",20,S&P,SNP,9,Long Term,NSE,Singapore,Technology,2022-08-05,AAA,10,Improved financial stability,True,2022,8,2022-01-01
SEC0025,Johnson PLC,30,Fitch,FTC,11,Viability,SGX,Usa,Healthcare,2022-06-21,AA-,7,Stable outlook maintained,True,2022,6,2022-01-01
SEC0052,Gilmore and Sons,20,S&P,SNP,9,Short Term,NYSE,Uk,Automotive,2022-06-25,AA+,9,Upgraded due to strong quarterly earnings,False,2022,6,2022-01-01
SEC0094,"Anderson, Cardenas and Rodriguez",20,S&P,SNP,9,Viability,LON,Uk,Finance,2022-01-01,A,5,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0044,Bishop-Sutton,10,Moody'S,MDY,7,Short Term,SGX,Usa,Healthcare,2023-03-09,AA-,7,Downgraded after debt increase,True,2023,3,2022-01-01
SEC0038,Rodriguez-Zimmerman,10,Moody'S,MDY,7,Short Term,NSE,Uk,Energy,2023-08-26,AA-,7,Downgraded after debt increase,True,2023,8,2022-01-01
SEC0030,Lamb Group,30,Fitch,FTC,11,Recovery,SGX,Usa,Finance,2022-12-22,AA-,7,Stable outlook maintained,False,2022,12,2022-01-01
SEC0018,Herrera-Walters,30,Fitch,FTC,11,Long Term,BSE,India,Automotive,2022-11-30,AA-,7,Improved financial stability,False,2022,11,2022-01-01
SEC0068,Moran-Stanley,20,S&P,SNP,9,Short Term,BSE,Usa,Energy,2022-12-23,CCC,1,Downgraded after debt increase,False,2022,12,2022-01-01
SEC0067,Poole LLC,30,Fitch,FTC,11,Recovery,SGX,Uk,Technology,2025-01-25,BB,3,Downgraded after debt increase,True,2025,1,2022-01-01
SEC0011,Gibson-Moore,20,S&P,SNP,9,Long Term,BSE,Usa,Technology,2022-01-01,BBB,4,Improved financial stability,False,2022,1,2022-01-01
SEC0082,Ballard and Sons,30,Fitch,FTC,11,Short Term,LON,Uk,Finance,2022-04-02,BBB,4,Decreased liquidity ratio,False,2022,4,2022-01-01
SEC0054,Crawford Inc,30,Fitch,FTC,11,Short Term,SGX,Uk,Energy,2024-05-02,AAA,10,Improved financial stability,True,2024,5,2022-01-01
SEC0085,Wilson-Robbins,30,Fitch,FTC,11,Recovery,BSE,Germany,Automotive,2024-06-13,AA+,9,Upgraded due to strong quarterly earnings,True,2024,6,2022-01-01
SEC0042,Gutierrez Group,30,Fitch,FTC,11,Viability,NYSE,Usa,Energy,2023-11-13,A+,6,Upgraded due to strong quarterly earnings,False,2023,11,2022-01-01
SEC0060,Kelly Group,30,Fitch,FTC,11,Viability,SGX,Germany,Automotive,2024-12-19,A+,6,Decreased liquidity ratio,False,2024,12,2022-01-01
SEC0032,"Bryant, Brady and Meza",10,Moody'S,MDY,7,Long Term,SGX,India,Automotive,2022-01-01,AA-,7,Improved financial stability,False,2022,1,2022-01-01
SEC0026,Hernandez Inc,20,S&P,SNP,9,Viability,SGX,Uk,Healthcare,2023-09-17,AAA,10,Stable outlook maintained,False,2023,9,2022-01-01
SEC0030,Lamb Group,30,Fitch,FTC,11,Recovery,SGX,Usa,Finance,2022-11-13,AA,8,Improved financial stability,True,2022,11,2022-01-01
SEC0070,Matthews LLC,30,Fitch,FTC,11,Long Term,LON,India,Automotive,2022-09-18,BB,3,Decreased liquidity ratio,False,2022,9,2022-01-01
SEC0051,Rogers LLC,20,S&P,SNP,9,Viability,BSE,Usa,Automotive,2023-08-22,BBB,4,Downgraded after debt increase,True,2023,8,2022-01-01
SEC0077,"Jones, Gonzalez and Wood",10,Moody'S,MDY,7,Viability,LON,Singapore,Finance,2024-11-04,AA,8,Upgraded due to strong quarterly earnings,True,2024,11,2022-01-01
SEC0014,"Gates, Hernandez and Hernandez",20,S&P,SNP,9,Viability,BSE,Uk,Energy,2022-01-01,A+,6,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0071,Rogers-Nunez,20,S&P,SNP,9,Long Term,NSE,Uk,Automotive,2022-05-06,BBB,4,Downgraded after debt increase,False,2022,5,2022-01-01
SEC0079,Reyes-Garza,30,Fitch,FTC,11,Viability,SGX,Uk,Automotive,2022-06-30,AA-,7,Decreased liquidity ratio,False,2022,6,2022-06-30
SEC0061,Garcia-Garcia,30,Fitch,FTC,11,Viability,BSE,Germany,Automotive,2023-03-03,AA,8,Downgraded after debt increase,True,2023,3,2022-01-01
SEC0060,Kelly Group,20,S&P,SNP,9,Viability,SGX,Germany,Automotive,2025-12-03,B,2,Stable outlook maintained,True,2025,12,2022-01-01
SEC0058,Rosales Group,30,Fitch,FTC,11,Viability,SGX,Singapore,Automotive,2023-02-21,B,2,Upgraded due to strong quarterly earnings,True,2023,2,2022-01-01
SEC0003,"Clark, Martin and Wright",20,S&P,SNP,9,Short Term,NYSE,Singapore,Energy,2024-09-14,BBB,4,Stable outlook maintained,False,2024,9,2022-01-01
SEC0016,Ingram Inc,30,Fitch,FTC,11,Short Term,BSE,India,Automotive,2022-01-01,A,5,Downgraded after debt increase,False,2022,1,2022-01-01
SEC0025,Johnson PLC,10,Moody'S,MDY,7,Viability,SGX,Usa,Healthcare,2022-01-01,A,5,Downgraded after debt increase,False,2022,1,2022-01-01
SEC0088,Anderson Group,10,Moody'S,MDY,7,Recovery,NYSE,India,Automotive,2022-07-07,AA+,9,Decreased liquidity ratio,True,2022,7,2022-01-01
SEC0068,Moran-Stanley,10,Moody'S,MDY,7,Short Term,BSE,Usa,Energy,2022-04-19,AAA,10,Downgraded after debt increase,False,2022,4,2022-01-01
SEC0095,"Wheeler, Norman and Rodriguez",20,S&P,SNP,9,Recovery,NSE,Uk,Automotive,2023-10-13,AA-,7,Decreased liquidity ratio,False,2023,10,2022-01-01
SEC0061,Garcia-Garcia,20,S&P,SNP,9,Viability,BSE,Germany,Automotive,2023-12-30,A,5,Decreased liquidity ratio,False,2023,12,2022-01-01
SEC0099,"Benjamin, Brown and Evans",10,Moody'S,MDY,7,Long Term,NSE,Germany,Healthcare,2022-08-29,A+,6,Downgraded after debt increase,True,2022,8,2022-01-01
SEC0053,Brandt-Harper,20,S&P,SNP,9,Long Term,LON,Germany,Healthcare,2023-12-18,A+,6,Downgraded after debt increase,False,2023,12,2022-01-01
SEC0007,James and Sons,10,Moody'S,MDY,7,Viability,SGX,Singapore,Energy,2024-09-11,AA,8,Upgraded due to strong quarterly earnings,True,2024,9,2022-01-01
SEC0063,Wood-Stewart,30,Fitch,FTC,11,Short Term,NSE,Singapore,Energy,2022-08-12,BBB,4,Improved financial stability,False,2022,8,2022-01-01
SEC0093,"Mccormick, Greene and Phillips",30,Fitch,FTC,11,Short Term,BSE,Uk,Automotive,2022-01-01,A,5,Stable outlook maintained,False,2022,1,2022-01-01
SEC0025,Johnson PLC,30,Fitch,FTC,11,Viability,SGX,Usa,Healthcare,2022-08-25,B,2,Improved financial stability,False,2022,8,2022-01-01
SEC0070,Matthews LLC,30,Fitch,FTC,11,Long Term,LON,India,Automotive,2023-03-01,B,2,Downgraded after debt increase,False,2023,3,2022-01-01
SEC0034,Booker-Elliott,30,Fitch,FTC,11,Recovery,NSE,Usa,Healthcare,2022-01-01,BB,3,Downgraded after debt increase,False,2022,1,2022-01-01
SEC0022,"Allen, Wood and Young",10,Moody'S,MDY,7,Long Term,NSE,Uk,Technology,2022-12-19,AAA,10,Decreased liquidity ratio,False,2022,12,2022-01-01
SEC0023,Brown-Lloyd,20,S&P,SNP,9,Short Term,BSE,India,Automotive,2023-01-29,BBB,4,Improved financial stability,True,2023,1,2022-01-01
SEC0039,Nelson Inc,10,Moody'S,MDY,7,Viability,NYSE,India,Energy,2022-12-03,AAA,10,Improved financial stability,False,2022,12,2022-10-28
SEC0055,Castro Ltd,10,Moody'S,MDY,7,Short Term,SGX,Singapore,Healthcare,2023-11-02,BB,3,Upgraded due to strong quarterly earnings,True,2023,11,2022-01-01
SEC0032,"Bryant, Brady and Meza",10,Moody'S,MDY,7,Long Term,SGX,India,Automotive,2023-12-26,BBB,4,Improved financial stability,False,2023,12,2022-01-01
SEC0070,Matthews LLC,10,Moody'S,MDY,7,Long Term,LON,India,Automotive,2022-03-11,A+,6,Decreased liquidity ratio,False,2022,3,2022-01-01
SEC0095,"Wheeler, Norman and Rodriguez",10,Moody'S,MDY,7,Recovery,NSE,Uk,Automotive,2024-09-03,AA,8,Downgraded after debt increase,True,2024,9,2022-01-01
SEC0025,Johnson PLC,10,Moody'S,MDY,7,Viability,SGX,Usa,Healthcare,2022-07-20,A,5,Improved financial stability,True,2022,7,2022-01-01
SEC0058,Rosales Group,30,Fitch,FTC,11,Viability,SGX,Singapore,Automotive,2022-01-01,A+,6,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0043,Dillon PLC,20,S&P,SNP,9,Recovery,BSE,India,Healthcare,2022-01-01,A,5,Improved financial stability,False,2022,1,2022-01-01
SEC0007,James and Sons,30,Fitch,FTC,11,Viability,SGX,Singapore,Energy,2022-01-01,AAA,10,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0009,Anderson LLC,30,Fitch,FTC,11,Recovery,BSE,Uk,Energy,2023-09-19,A+,6,Improved financial stability,False,2023,9,2022-01-01
SEC0003,"Clark, Martin and Wright",30,Fitch,FTC,11,Short Term,NYSE,Singapore,Energy,2023-12-04,AA,8,Downgraded after debt increase,True,2023,12,2022-01-01
SEC0064,Barnes PLC,30,Fitch,FTC,11,Recovery,NSE,Usa,Finance,2022-01-01,AAA,10,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0026,Hernandez Inc,20,S&P,SNP,9,Viability,SGX,Uk,Healthcare,2022-01-01,AAA,10,Stable outlook maintained,False,2022,1,2022-01-01
SEC0020,Smith Ltd,10,Moody'S,MDY,7,Viability,BSE,Usa,Finance,2024-01-15,CCC,1,Upgraded due to strong quarterly earnings,True,2024,1,2022-01-01
SEC0040,Fox Group,30,Fitch,FTC,11,Viability,SGX,Uk,Healthcare,2022-09-20,AA,8,Stable outlook maintained,False,2022,9,2022-01-01
SEC0081,"Daugherty, Walters and Haas",10,Moody'S,MDY,7,Long Term,NSE,Singapore,Technology,2022-01-01,A+,6,Upgraded due to strong quarterly earnings,False,2022,1,2022-01-01
SEC0039,Nelson Inc,10,Moody'S,MDY,7,Viability,NYSE,India,Energy,2022-10-28,A+,6,Upgraded due to strong quarterly earnings,True,2022,10,2022-10-28
SEC0008,Goodwin-Donaldson,20,S&P,SNP,9,Short Term,SGX,Singapore,Healthcare,2022-01-01,B,2,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0009,Anderson LLC,10,Moody'S,MDY,7,Recovery,BSE,Uk,Energy,2022-01-01,BBB,4,Decreased liquidity ratio,False,2022,1,2022-01-01
SEC0036,Myers Inc,10,Moody'S,MDY,7,Viability,BSE,Singapore,Technology,2022-11-21,BB,3,Improved financial stability,True,2022,11,2022-01-01
SEC0008,Goodwin-Donaldson,30,Fitch,FTC,11,Short Term,SGX,Singapore,Healthcare,2022-01-01,AA+,9,Downgraded after debt increase,False,2022,1,2022-01-01
SEC0043,Dillon PLC,20,S&P,SNP,9,Recovery,BSE,India,Healthcare,2023-01-20,AA-,7,Decreased liquidity ratio,False,2023,1,2022-01-01
SEC0088,Anderson Group,30,Fitch,FTC,11,Recovery,NYSE,India,Automotive,2022-11-24,AA+,9,Stable outlook maintained,False,2022,11,2022-07-16
SEC0049,West-Mullen,10,Moody'S,MDY,7,Viability,LON,Uk,Energy,2024-12-07,AAA,10,Improved financial stability,False,2024,12,2022-01-01
SEC0086,Miller and Sons,30,Fitch,FTC,11,Viability,SGX,Germany,Finance,2025-07-12,A,5,Improved financial stability,True,2025,7,2022-01-01
SEC0042,Gutierrez Group,20,S&P,SNP,9,Viability,NYSE,Usa,Energy,2022-01-01,BB,3,Stable outlook maintained,False,2022,1,2022-01-01
SEC0074,Moyer PLC,20,S&P,SNP,9,Viability,SGX,Uk,Automotive,2025-06-26,BBB,4,Upgraded due to strong quarterly earnings,True,2025,6,2022-01-01
SEC0035,Moran Inc,20,S&P,SNP,9,Short Term,NYSE,India,Technology,2022-05-23,A,5,Stable outlook maintained,False,2022,5,2022-01-01
